Open time,Open,High,Low,Close,Volume,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Close time
2018-01-01 00:00:00,0.10565070850808955,0.10414213208033467,0.1009198238511487,0.10259324524673585,0.005866820173252874,0.004072291598442841,0.004106186399149784,0.005206382316292188,0.003540743578126891,1514779199999000000
2018-01-01 04:00:00,0.10283814092960733,0.1051621760938956,0.10260301187406032,0.10419978765822294,0.004553218688598698,0.0031902605170203045,0.00381191041957087,0.004137175509142297,0.0028350609500179523,1514793599999000000
2018-01-01 08:00:00,0.10419096318740154,0.10433632704851405,0.09936299856761976,0.10069459510511619,0.0046148299889574975,0.003180855274479473,0.0036279077918167342,0.004095767931033632,0.0027598290387550995,1514807999999000000
2018-01-01 12:00:00,0.1006894583480056,0.10031919744642041,0.09682837598445856,0.10095954633615237,0.006413800045363773,0.0043281894003211994,0.004516292139753949,0.0058492844130803206,0.003866697347805649,1514822399999000000
2018-01-01 16:00:00,0.10095441109242101,0.09992912230615199,0.09874602139042613,0.10089310811142582,0.00381604509850032,0.002575735814826349,0.002768374030112746,0.003917230886906213,0.0025895583252204916,1514836799999000000
2018-01-01 20:00:00,0.10070418907925716,0.10299272388429588,0.101592513673821,0.10229231917003326,0.004852668312913521,0.003367258056141876,0.003448606741078384,0.004667883062320755,0.0031718076191673827,1514851199999000000
2018-01-02 00:00:00,0.10230883669511334,0.1054739388171851,0.1016927358784592,0.1020295725256396,0.008288014618951714,0.0058199510849373135,0.006002631600880562,0.007769833552263869,0.00535514297398535,1514865599999000000
2018-01-02 04:00:00,0.10202444339380817,0.10181446896250916,0.09824157971995107,0.10192154778015661,0.010447377412045268,0.00715625236194516,0.004827664763026627,0.011744334229499297,0.007920054641276115,1514879999999000000
2018-01-02 08:00:00,0.10191651824035303,0.10316699379448442,0.10240559532595125,0.10339461249128812,0.00909814824525666,0.006347130696751371,0.003908506456440637,0.011146613836469784,0.00765409211383361,1514894399999000000
2018-01-02 12:00:00,0.10338949115645057,0.10591863439005532,0.10389802809532186,0.10539908279174826,0.011801629574375026,0.008369481137056673,0.006235359663161926,0.01442175792960774,0.010067502245036001,1514908799999000000
2018-01-02 16:00:00,0.10539387269722095,0.1215675370249212,0.1044283075144247,0.1158480218093744,0.017858386870919528,0.013296547887350997,0.010436005018719757,0.020261394536000586,0.014840972986549402,1514923199999000000
2018-01-02 20:00:00,0.1156151964227772,0.1184629949047364,0.11493498576501532,0.11527042010903688,0.012904620630692204,0.009944640638755088,0.006284512513781497,0.014816610603945263,0.011243300188976497,1514937599999000000
2018-01-03 00:00:00,0.11541457789239912,0.11984763774063721,0.1161057587497113,0.11670720934905071,0.011583699639559927,0.008957078457251634,0.005744685989150897,0.013365686788157062,0.010172284459433831,1514951999999000000
2018-01-03 04:00:00,0.11657509897147428,0.11992267887943851,0.11746880091853193,0.12022963776136253,0.011260097097297502,0.008807974973073672,0.005903471067456731,0.013632197013564879,0.010499645273723828,1514966399999000000
2018-01-03 08:00:00,0.12022461258677852,0.11858869129046966,0.11095839476527208,0.11582096551876178,0.014741237453443719,0.01124481645729044,0.008041192653315756,0.01651578841849591,0.012416348443676095,1514980799999000000
2018-01-03 12:00:00,0.1161634401688803,0.11732498661749836,0.11348201611952541,0.11886449758723025,0.007294712782919269,0.005589831332060188,0.0056572793982665286,0.007779450402020866,0.005858120271132536,1514995199999000000
2018-01-03 16:00:00,0.11897199938511721,0.11816253296060587,0.11621678032584629,0.11551993923357545,0.0058088394310840934,0.0044753712209652805,0.0050986465655727875,0.0056587522381424385,0.004278452388203595,1515009599999000000
2018-01-03 20:00:00,0.11551488715758815,0.11677471797616924,0.11633789477253895,0.11771951545189768,0.005054377156048899,0.00386963515986424,0.004056392424391696,0.0065592425987888985,0.004941092357137175,1515023999999000000
2018-01-04 00:00:00,0.11771447593970541,0.119649477586788,0.1160047291154285,0.11972829471715904,0.010736165314949921,0.008338134233275257,0.005487381501559748,0.014403607517319436,0.011003050664641141,1515034814838000000
2018-01-04 04:00:00,0.11972326667894559,0.11806310592993517,0.1163580805136544,0.11600083974709383,0.00995418195392903,0.007682059118141403,0.0048338622963656165,0.011590120248156886,0.008801788992129128,1515052799999000000
2018-01-04 08:00:00,0.11585619920277682,0.1148912547830052,0.10861725251070245,0.11391620265963337,0.01522155469865545,0.011382962845613218,0.007078010489218322,0.017575433817966946,0.012954822882609685,1515067199999000000
2018-01-04 12:00:00,0.1139113418413494,0.11343801423501655,0.11128015547865233,0.11204270484743509,0.013891336429655088,0.010440272800937258,0.0069997933443193515,0.015926651854065742,0.011786713750274014,1515081599999000000
2018-01-04 16:00:00,0.11218774607586346,0.11675489204782015,0.1118466683030574,0.1174758084194166,0.012752564227526596,0.009680528381509953,0.006079139081410156,0.014254170448088119,0.010649221992383854,1515095999999000000
2018-01-04 20:00:00,0.11756907259925656,0.11786593707250341,0.11551027938680561,0.11912273484985514,0.012238342183899806,0.0094687722749395,0.005631207016633538,0.015859690923010965,0.012090551345505159,1515110399999000000
2018-01-05 00:00:00,0.11911790377084672,0.11885644045282419,0.11592408707967228,0.11817907155837723,0.012711674875407829,0.009919442967216268,0.005946853800829657,0.015365942255764972,0.011809419279212256,1515124799999000000
2018-01-05 04:00:00,0.11822043146412045,0.1177028688118321,0.11550018651624788,0.11772582858637395,0.012042647738633467,0.009330336362945144,0.005641465002849797,0.014403996843912616,0.010991504024582231,1515139199999000000
2018-01-05 08:00:00,0.11768882242133538,0.13025634925355378,0.11832619027241059,0.12945573265178204,0.014855467016662823,0.012190352761718454,0.008841529286230086,0.016874607197434575,0.013629330473552576,1515153599999000000
2018-01-05 12:00:00,0.12945086038493506,0.12943396974563337,0.12710698765763043,0.12942597073210815,0.01325899895897325,0.011043036293171733,0.006395854405837136,0.015071738981392446,0.01236003917221429,1515167999999000000
2018-01-05 16:00:00,0.12949385007001604,0.13787079442494893,0.1305156528310905,0.13448940520753427,0.014770432102061384,0.012728283516166287,0.007992894634880872,0.016399383576565323,0.013907882257729041,1515182399999000000
2018-01-05 20:00:00,0.13449578510688998,0.1384468367731319,0.13319298860393797,0.13817086448355803,0.013905195809760811,0.012141720594172886,0.006133207217091686,0.016208418925095027,0.013947292579131628,1515196799999000000
2018-01-06 00:00:00,0.1381659417877576,0.13769097325482266,0.1325369520176859,0.13377371621658862,0.014898981682284698,0.013011598116449667,0.007303686185976007,0.017736434681473068,0.015267328023332478,1515211199999000000
2018-01-06 04:00:00,0.1337685679865335,0.1342215349233728,0.13265806646437858,0.1337377413709222,0.007580082118392356,0.0064919215152589955,0.004292753523457984,0.008273546414240458,0.00696996413086515,1515225599999000000
2018-01-06 08:00:00,0.13355422081546522,0.13422163405301452,0.13306178128668755,0.1338568892581015,0.00900620136416076,0.007732806373061829,0.004794540015869959,0.010885711708259515,0.009200696499269086,1515239999999000000
2018-01-06 12:00:00,0.1336041249254194,0.133121195899998,0.12974334637601348,0.1341207381958164,0.012753750339616636,0.010856131495844126,0.006502708428923161,0.014664735159545894,0.012293063588475405,1515254399999000000
2018-01-06 16:00:00,0.1340538631693439,0.13652134261186777,0.1346943030993994,0.1362630953699171,0.011238971971471674,0.009795107860411609,0.005654928609758636,0.013396923478086464,0.011500667436903634,1515268799999000000
2018-01-06 20:00:00,0.13625816177709935,0.13811861852931262,0.13580885879508886,0.1392671452957879,0.009628290080070394,0.00845197642861526,0.004981748264316676,0.012801675497270931,0.011072011791161797,1515283199999000000
2018-01-07 00:00:00,0.13926222886185158,0.1376906758658974,0.13573649291318995,0.13596918388707707,0.011058494381256261,0.009686014151960059,0.0048045842940400455,0.01345064023132868,0.01160175414286207,1515297599999000000
2018-01-07 04:00:00,0.13583648206889212,0.1342213366640893,0.133667353520151,0.13603241544032363,0.009721179351497768,0.008373354916812419,0.004588098043267758,0.011659735969664053,0.00988885444680266,1515311999999000000
2018-01-07 08:00:00,0.13602758073893756,0.13557713277424216,0.13528241466679797,0.13462959687630116,0.005162590466853021,0.004477990099892575,0.0031207785982504577,0.006131681272129827,0.005233831360601405,1515326399999000000
2018-01-07 12:00:00,0.13466473757553005,0.1332208211899522,0.13265806646437858,0.1329526079007375,0.004240041476361712,0.003611057524874957,0.0035781138170586464,0.003980545067476261,0.0033230062319905013,1515340799999000000
